session_id,customer_id,start_time,device,source,country
64,6867,2021-05-07T19:07:00,mobile,organic,GB
65,12747,2023-07-08T19:22:43,mobile,organic,DE
66,16279,2020-05-10T09:22:59,mobile,referral,GB
67,7161,2025-07-08T20:44:27,desktop,direct,AU
68,5085,2022-10-25T12:41:36,mobile,organic,MX
69,3163,2022-09-05T23:26:55,mobile,paid,AE
70,7267,2023-09-19T04:27:24,desktop,direct,SE
71,12953,2025-10-10T00:54:39,tablet,direct,AU
72,16506,2022-03-02T17:08:28,desktop,social,MX
73,15013,2024-10-12T12:30:02,desktop,organic,US
74,7533,2021-06-25T17:01:14,mobile,organic,CA
75,19394,2023-01-09T11:52:11,mobile,organic,BR
76,9009,2023-10-01T22:58:30,tablet,direct,BR
77,13830,2023-10-04T08:49:48,mobile,paid,US
78,4164,2021-07-30T14:11:52,tablet,paid,GB
79,4083,2021-02-21T17:36:35,mobile,direct,BR
80,16327,2022-04-23T11:44:19,desktop,direct,GB
81,8211,2023-05-13T13:28:47,mobile,direct,DE
82,16729,2022-11-23T14:20:15,mobile,organic,SG
83,944,2025-01-17T08:02:15,mobile,email,JP
84,7968,2022-05-08T18:48:31,desktop,paid,JP
85,12229,2021-04-10T12:12:50,desktop,social,GB
86,6528,2023-02-23T06:28:27,mobile,direct,MX
87,17283,2025-01-18T17:20:32,mobile,social,US
88,3044,2020-12-15T18:08:01,mobile,social,DE
89,787,2021-07-19T06:28:27,desktop,paid,NL
90,1806,2020-09-15T15:19:12,mobile,direct,GB
91,15807,2023-05-20T01:22:14,tablet,paid,AE
92,13842,2024-05-18T02:50:04,desktop,organic,US
93,8489,2022-05-19T07:48:09,tablet,organic,BR
94,11577,2024-09-17T17:24:27,desktop,email,US
95,11115,2025-03-08T07:13:12,mobile,organic,PL
96,2764,2023-07-15T22:28:57,mobile,email,IN
97,16131,2022-10-31T15:19:00,desktop,organic,US
98,9138,2022-01-29T15:44:11,desktop,paid,IN
99,4199,2025-01-18T21:13:52,desktop,organic,US
100,3135,2023-06-06T02:55:35,mobile,email,IN
101,8042,2025-04-28T20:55:44,mobile,referral,SE
102,18542,2024-03-01T20:45:13,desktop,organic,ZA
103,8592,2023-05-25T19:11:55,tablet,email,US
104,1420,2023-10-29T23:01:39,mobile,organic,NL
105,16035,2024-08-25T11:21:01,mobile,direct,NL
106,9143,2020-07-05T16:10:44,desktop,organic,US
107,17730,2020-06-18T12:53:54,mobile,organic,NL
108,10225,2024-11-05T22:51:27,mobile,paid,US
109,7679,2025-09-26T08:52:23,mobile,social,DE
110,2954,2020-08-12T09:32:09,tablet,organic,DE
111,2377,2024-05-07T10:09:17,desktop,organic,FR
112,11993,2025-03-27T19:56:36,desktop,organic,US
113,11886,2024-10-05T10:05:44,mobile,referral,NL
114,16352,2025-08-10T13:45:35,desktop,paid,FR
115,9683,2020-11-16T23:28:56,mobile,social,NL
116,10933,2020-04-16T16:06:12,tablet,organic,CA
117,6808,2025-03-22T14:04:23,mobile,direct,AU
118,8057,2020-10-31T03:46:07,tablet,direct,NL
119,3017,2023-04-24T02:52:23,mobile,email,US
120,8302,2022-08-27T15:47:20,mobile,direct,NL
121,15398,2020-04-04T10:30:33,mobile,direct,JP
122,2494,2021-06-25T07:21:48,mobile,referral,US
123,4760,2020-04-08T03:39:38,mobile,organic,US
124,13741,2021-08-12T02:58:28,mobile,organic,CA
125,7615,2025-07-15T07:02:42,desktop,organic,GB
126,6732,2025-04-22T00:55:09,desktop,organic,US
127,3062,2022-12-29T07:35:33,desktop,organic,US
128,10823,2024-06-12T16:03:09,desktop,referral,NL
129,5024,2022-10-02T04:16:57,desktop,organic,US
130,3131,2021-09-18T09:03:01,desktop,paid,US
131,881,2020-07-24T05:21:56,mobile,organic,US
132,7291,2023-12-25T23:01:48,desktop,paid,SG
133,11356,2024-09-22T02:34:08,desktop,organic,US
134,6212,2021-04-20T17:34:41,mobile,direct,AU
135,5251,2024-08-29T12:46:32,desktop,direct,CA
136,6939,2020-11-05T05:54:56,mobile,paid,NL
137,8312,2021-04-02T12:13:50,mobile,organic,GB
138,7217,2023-10-16T12:54:17,mobile,paid,FR
139,6313,2023-02-05T16:28:05,mobile,organic,BR
140,6567,2025-05-09T00:48:51,mobile,email,US
141,2994,2023-05-25T22:16:22,mobile,direct,AU
142,14299,2023-04-09T19:40:25,desktop,referral,SG
143,7983,2023-07-14T21:45:30,desktop,paid,DE
144,14135,2025-07-11T02:03:35,desktop,paid,PL
145,14994,2020-07-08T16:38:47,mobile,paid,IN
146,12643,2021-12-20T03:30:31,desktop,organic,MX
147,2809,2025-08-14T18:56:23,mobile,direct,JP
148,1794,2023-11-26T04:58:12,mobile,direct,US
149,4997,2021-08-29T03:00:29,desktop,paid,DE
150,11656,2021-09-05T09:16:22,mobile,organic,JP
151,1418,2020-05-03T00:11:57,mobile,email,US
152,8056,2020-04-12T02:30:17,desktop,referral,BR
153,18051,2023-09-19T20:36:11,tablet,paid,ZA
154,11124,2021-09-01T10:58:43,mobile,email,BR
155,11227,2023-01-30T10:30:55,mobile,referral,NL
156,18605,2020-07-26T03:59:03,mobile,referral,DE
157,1953,2022-06-11T01:45:14,mobile,email,GB
158,10401,2024-09-21T06:39:37,mobile,organic,SG
159,10741,2024-08-27T10:02:32,mobile,referral,US
160,1040,2024-04-10T18:20:31,mobile,direct,FR
161,13190,2021-05-22T18:33:03,desktop,organic,SG
162,415,2020-01-11T17:25:34,tablet,organic,FR
163,17059,2025-02-11T22:55:51,tablet,social,AE
164,950,2020-10-13T07:51:38,mobile,direct,US
165,4589,2021-02-24T06:48:45,mobile,direct,US
166,3229,2021-06-15T02:17:05,mobile,social,FR
167,8404,2023-09-14T12:25:09,mobile,referral,US
168,166,2024-06-07T22:46:31,desktop,organic,AE
169,16293,2021-07-31T04:55:19,mobile,direct,MX
170,18202,2024-07-09T04:27:48,desktop,email,FR
171,12755,2021-10-11T15:29:18,desktop,email,JP
172,7780,2024-05-27T04:39:59,desktop,direct,GB
173,3783,2021-08-27T14:16:42,mobile,paid,US
174,5066,2022-06-14T08:09:25,mobile,organic,US
175,16286,2023-09-09T06:50:52,desktop,email,US
176,3503,2021-01-18T15:06:39,desktop,social,AE
177,2068,2025-01-28T07:07:19,mobile,paid,JP
178,9867,2025-08-26T13:24:17,desktop,paid,IN
179,3540,2024-07-19T18:38:32,mobile,email,IN
180,10711,2020-02-11T03:31:14,mobile,email,BR
181,1163,2025-03-22T13:36:20,mobile,social,CA
182,2303,2021-11-25T22:43:27,mobile,social,ES
183,7842,2022-06-13T04:27:40,mobile,direct,SG
184,1393,2022-09-09T12:30:10,mobile,referral,DE
185,14378,2020-01-17T10:37:48,tablet,email,AE
186,14540,2024-12-23T10:06:01,desktop,paid,GB
187,13369,2023-12-17T02:22:52,mobile,organic,FR
188,15174,2025-03-04T23:48:31,mobile,direct,US
189,11875,2025-05-09T10:14:02,desktop,direct,GB
190,1398,2020-04-26T21:24:52,tablet,direct,US
191,13354,2021-05-01T12:19:58,mobile,direct,JP
192,2517,2023-02-19T22:52:29,desktop,referral,US
193,12426,2023-01-12T10:11:20,mobile,organic,DE
194,11332,2022-01-19T03:33:28,mobile,organic,GB
195,18021,2023-02-10T16:04:35,tablet,organic,SE
196,3879,2020-07-14T02:42:23,desktop,organic,SE
197,3240,2022-03-09T14:21:28,mobile,direct,FR
198,16563,2022-09-08T11:01:51,desktop,social,CA
199,5737,2022-08-31T07:40:46,desktop,social,BR
200,12049,2025-07-15T17:25:08,desktop,referral,CA
201,4142,2020-06-02T00:05:00,mobile,organic,AU
202,19199,2020-08-26T10:41:52,desktop,email,CA
203,2539,2024-07-25T00:34:12,mobile,referral,NL
204,1299,2021-03-03T06:15:56,tablet,social,DE
205,3765,2024-12-17T19:40:45,mobile,social,PL
206,8975,2021-06-22T21:58:53,mobile,referral,US
207,11755,2020-02-23T09:01:26,desktop,organic,GB
208,1233,2020-08-30T22:30:03,mobile,direct,IN
209,13384,2020-06-17T17:53:23,tablet,direct,SE
210,12908,2022-07-31T05:41:51,mobile,direct,MX
211,6490,2023-06-24T16:45:13,desktop,organic,US
212,4933,2020-10-12T04:44:03,desktop,paid,IN
213,15900,2023-10-20T19:54:35,desktop,paid,SG
214,4781,2024-05-19T16:25:13,mobile,direct,PL
215,4752,2021-02-22T18:17:54,mobile,paid,DE
216,12608,2025-06-03T01:54:46,desktop,direct,US
217,16181,2020-04-15T11:10:50,mobile,direct,US
218,1727,2021-09-05T09:09:55,mobile,paid,CA
219,15873,2022-03-20T16:55:40,mobile,organic,AU
220,10778,2023-06-22T04:11:53,desktop,direct,IN
221,8259,2020-08-03T11:59:28,mobile,organic,BR
222,8099,2024-08-23T06:55:28,mobile,organic,BR
223,9416,2022-06-02T18:13:55,mobile,referral,FR
224,9432,2021-11-25T08:25:38,mobile,direct,GB
225,4721,2025-01-13T08:12:27,mobile,organic,DE
226,17593,2022-12-07T07:46:05,desktop,organic,JP
227,2756,2020-10-10T21:53:07,mobile,social,PL
228,9297,2024-02-17T18:47:01,desktop,organic,US
229,9878,2020-02-21T05:23:44,mobile,social,NL
230,5094,2024-08-31T18:04:04,mobile,organic,NL
231,3203,2024-08-02T00:35:37,desktop,email,DE
232,7811,2021-09-23T03:11:29,mobile,organic,FR
233,4821,2024-09-20T14:22:28,mobile,organic,US
234,17589,2023-07-08T00:50:53,mobile,social,FR
235,1157,2021-02-22T20:30:29,mobile,direct,US
236,18225,2020-06-14T13:11:26,mobile,organic,GB
237,19024,2025-01-28T10:04:04,desktop,organic,US
238,12368,2020-12-22T00:00:39,desktop,direct,CA
239,17759,2023-04-07T20:19:32,mobile,organic,US
240,3549,2022-04-27T08:38:51,desktop,social,MX
241,17248,2023-01-10T07:09:25,mobile,social,DE
242,9816,2021-05-12T11:14:09,mobile,paid,SE
243,6798,2021-04-26T16:45:48,mobile,email,DE
244,16898,2024-12-03T06:51:58,desktop,direct,AU
245,10281,2021-06-24T04:22:43,mobile,organic,US
246,1117,2020-03-05T10:17:09,desktop,social,AU
247,10047,2021-04-19T17:12:51,tablet,organic,BR
248,9822,2024-09-14T10:43:09,tablet,paid,NL
249,11703,2024-05-23T03:29:40,mobile,social,GB
250,14296,2022-04-06T16:27:12,mobile,direct,DE
251,13193,2024-04-08T23:19:21,mobile,referral,US
252,2451,2022-05-03T13:47:24,mobile,direct,FR
253,14753,2025-07-27T04:48:19,desktop,paid,AU
254,16838,2022-12-06T22:21:04,desktop,email,AE
255,19467,2022-09-03T12:25:23,mobile,email,MX
256,2146,2020-06-04T19:02:05,desktop,social,AU
257,2671,2022-04-13T05:31:23,mobile,referral,ES
258,10481,2021-10-10T08:42:58,desktop,organic,DE
259,18014,2025-08-23T14:23:37,mobile,direct,FR
260,6404,2022-08-24T23:04:55,mobile,organic,FR
261,17829,2023-06-23T00:59:15,desktop,organic,CA
262,12725,2022-06-25T10:14:07,mobile,organic,MX
263,12638,2023-10-23T04:46:32,tablet,organic,AE
264,6867,2024-12-31T06:52:41,mobile,direct,GB
265,18984,2025-03-19T03:20:15,mobile,organic,JP
266,16583,2024-01-13T18:00:04,desktop,social,JP
267,18250,2020-07-16T02:29:38,desktop,direct,CA
268,14445,2025-10-01T23:49:26,tablet,direct,GB
269,14856,2020-02-04T17:43:20,mobile,direct,SE
270,3668,2024-04-03T23:15:48,mobile,organic,BR
271,17834,2022-05-13T05:50:43,desktop,email,US
272,6338,2021-04-01T20:23:05,mobile,social,DE
273,1865,2023-04-19T20:21:21,mobile,direct,ZA
274,554,2024-10-28T05:28:52,mobile,email,FR
275,3202,2024-12-31T10:06:16,mobile,organic,PL
276,18765,2020-12-18T08:42:32,mobile,social,GB
277,4606,2022-04-22T09:45:12,mobile,social,SG
278,14725,2021-08-18T15:16:43,desktop,direct,SG
279,10357,2022-11-19T18:24:05,desktop,social,JP
280,5070,2021-10-01T02:03:43,mobile,email,SG
281,9653,2021-04-07T04:28:34,desktop,organic,PL
282,19857,2024-12-13T01:11:49,mobile,email,IN
283,14021,2021-01-13T10:32:45,mobile,direct,US
284,16448,2020-10-23T08:31:49,mobile,referral,BR
285,7285,2022-11-10T00:00:54,mobile,direct,IN
286,18822,2022-03-08T05:55:56,mobile,email,MX
287,10400,2020-08-18T01:22:22,mobile,paid,IN
288,14153,2023-06-02T14:55:19,mobile,social,FR
289,7140,2020-08-01T04:53:47,mobile,referral,US
290,2119,2024-12-17T21:48:55,tablet,social,SG
291,8567,2021-02-19T18:20:54,mobile,direct,CA
292,5082,2021-02-04T23:00:48,desktop,organic,US
293,7112,2021-05-22T12:42:00,desktop,paid,BR
294,1708,2022-01-18T21:44:01,mobile,organic,BR
295,16366,2021-07-23T12:06:40,mobile,organic,SG
296,5958,2025-05-29T06:19:42,desktop,organic,US
297,1780,2020-11-02T23:32:28,desktop,social,MX
298,18691,2020-02-04T00:48:56,mobile,organic,IN
299,4404,2025-09-03T00:54:47,desktop,organic,CA
300,6789,2023-05-16T04:14:52,mobile,organic,ES
301,7046,2024-07-06T02:27:43,tablet,direct,FR
302,2174,2020-12-28T08:49:48,desktop,direct,ES
303,6140,2025-01-26T07:10:17,desktop,direct,US
304,9029,2025-07-16T08:13:39,desktop,direct,ZA
305,18482,2020-05-27T09:27:30,mobile,paid,CA
306,8772,2025-01-01T02:17:21,mobile,organic,JP
307,19039,2023-12-31T14:54:43,desktop,social,SE
308,3540,2020-11-02T07:49:31,mobile,social,IN
309,10809,2020-11-22T00:53:33,desktop,paid,JP
310,158,2020-08-31T03:43:56,mobile,email,FR
311,12939,2025-04-28T09:54:16,mobile,social,AU
312,10020,2025-01-09T20:16:23,mobile,direct,ES
313,7355,2022-06-30T11:41:44,desktop,direct,BR
314,11675,2023-08-10T22:52:53,tablet,direct,SG
315,10090,2024-09-28T19:41:59,mobile,referral,FR
316,12175,2023-02-01T19:49:43,mobile,organic,MX
317,6032,2021-02-24T03:12:05,tablet,organic,NL
318,17351,2020-08-20T23:25:05,mobile,organic,SE
319,918,2024-03-24T22:06:30,mobile,social,US
320,12069,2021-01-26T22:00:31,mobile,referral,IN
321,13845,2024-07-07T10:13:45,desktop,organic,US
322,19740,2021-02-13T12:16:10,desktop,direct,FR
323,6111,2021-09-02T14:44:09,tablet,referral,IN
324,10638,2020-11-27T02:35:41,desktop,organic,FR
325,10450,2025-03-05T17:26:17,desktop,email,NL
326,3980,2020-09-07T12:24:32,mobile,direct,US
327,16535,2020-02-23T02:53:55,tablet,paid,AE
328,8523,2022-04-22T06:15:45,desktop,organic,US
329,9407,2021-04-05T02:18:20,desktop,organic,JP
330,5925,2024-11-01T07:03:15,mobile,direct,US
331,19356,2021-06-13T10:17:26,mobile,direct,FR
332,6369,2023-01-18T10:45:44,tablet,organic,DE
333,13573,2025-03-30T14:53:17,desktop,social,SG
334,6738,2024-11-24T20:24:04,desktop,organic,US
335,16609,2023-12-15T09:05:07,mobile,organic,JP
336,9771,2024-02-21T14:10:37,desktop,organic,DE
337,19484,2025-09-09T12:25:15,desktop,organic,MX
338,11379,2022-01-12T15:22:54,mobile,direct,IN
339,16829,2025-06-28T23:31:53,desktop,organic,FR
340,7587,2025-04-04T07:27:18,tablet,social,BR
341,7529,2022-01-23T07:33:35,desktop,organic,GB
342,9222,2024-08-06T16:05:38,mobile,email,FR
343,1238,2025-02-10T16:28:14,desktop,organic,CA
344,13517,2023-02-19T02:51:40,desktop,social,JP
345,16913,2020-05-16T07:37:10,desktop,organic,MX
346,17180,2024-11-21T13:31:55,mobile,direct,SG
347,1182,2025-04-25T06:42:41,desktop,paid,DE
348,15354,2022-09-16T16:20:09,desktop,organic,US
349,1645,2022-05-02T07:26:28,desktop,organic,GB
350,11531,2021-03-06T06:29:09,mobile,paid,US
351,6467,2025-05-16T08:00:02,mobile,email,IN
352,16895,2025-04-06T04:16:26,desktop,social,MX
353,19563,2022-06-10T03:57:03,mobile,organic,US
354,18963,2023-10-06T00:02:21,desktop,direct,US
355,5418,2022-06-04T01:54:30,mobile,organic,DE
356,9513,2022-02-26T23:06:59,mobile,organic,CA
357,18429,2022-07-18T17:56:42,mobile,paid,PL
358,1729,2022-05-17T12:43:47,tablet,organic,US
359,9147,2024-05-19T12:56:01,mobile,organic,BR
360,9894,2023-01-19T03:09:47,desktop,organic,FR
361,12082,2025-08-28T00:23:12,mobile,direct,US
362,5781,2020-08-08T19:54:37,mobile,organic,IN
363,19798,2024-01-25T18:45:25,desktop,direct,US
364,9453,2024-11-08T22:15:25,desktop,referral,DE
365,12693,2020-11-06T10:48:03,mobile,social,GB
366,16257,2022-01-18T13:27:13,desktop,organic,US
367,12259,2023-10-31T23:59:31,mobile,paid,PL
368,19291,2024-01-26T20:20:00,desktop,social,GB
369,19126,2020-07-19T13:23:13,desktop,organic,AE
370,16121,2023-03-29T09:43:47,mobile,email,AU
371,7308,2020-08-16T01:49:12,mobile,direct,JP
372,12415,2021-12-07T05:11:59,desktop,organic,AU
373,18581,2025-04-25T09:28:50,desktop,organic,BR
374,15115,2020-11-30T13:14:27,mobile,social,AE
375,4443,2021-06-07T02:09:25,desktop,organic,JP
376,10688,2024-06-05T06:02:26,mobile,paid,NL
377,12815,2021-09-11T02:47:48,desktop,organic,JP
378,7219,2022-01-27T04:41:22,desktop,direct,FR
379,11797,2024-02-09T08:18:57,mobile,direct,US
380,3534,2021-02-11T23:31:03,desktop,organic,FR
381,17897,2023-02-01T01:15:16,mobile,email,DE
382,15915,2025-06-11T14:28:25,mobile,organic,NL
383,18133,2022-07-30T17:24:35,tablet,organic,BR
384,3183,2022-06-03T16:18:11,desktop,organic,CA
385,7219,2020-03-06T05:37:10,desktop,social,FR
386,113,2025-04-04T01:44:14,mobile,email,AU
387,2652,2020-04-17T11:13:47,mobile,direct,BR
388,15521,2021-02-10T19:25:58,desktop,direct,US
389,1307,2024-06-29T05:08:44,tablet,organic,ES
390,18971,2020-01-26T02:33:12,mobile,social,US
391,506,2025-10-02T15:10:53,mobile,paid,US
392,17488,2022-11-27T02:51:32,mobile,organic,NL
393,7600,2021-05-11T08:00:28,mobile,organic,ES
394,16655,2022-08-14T16:38:28,desktop,direct,JP
395,4298,2025-01-24T02:09:09,mobile,organic,DE
396,7428,2022-02-08T12:06:08,desktop,direct,IN
397,14773,2025-07-29T00:33:51,mobile,organic,JP
398,13922,2021-08-21T20:47:09,mobile,social,US
399,18527,2021-03-08T09:46:15,tablet,paid,AE
400,18905,2023-09-24T07:12:58,mobile,direct,AU
401,1480,2020-06-28T11:08:26,desktop,email,AE
402,4845,2025-04-12T12:37:18,mobile,email,BR
403,11187,2024-08-23T05:03:56,desktop,paid,CA
404,4836,2024-09-26T08:40:47,desktop,paid,NL
405,4459,2021-09-26T13:12:51,mobile,paid,JP
406,10265,2023-12-28T01:08:24,mobile,email,NL
407,6024,2020-02-09T09:38:25,desktop,paid,CA
408,4998,2020-04-13T14:55:50,desktop,direct,SG
409,3677,2024-09-19T23:32:28,mobile,email,GB
410,3758,2022-09-05T11:59:12,mobile,paid,GB
411,9587,2023-11-28T15:54:50,desktop,referral,IN
412,6514,2022-03-14T21:45:23,desktop,organic,US
413,7350,2020-10-06T20:49:57,desktop,organic,PL
414,15885,2024-06-11T06:17:56,desktop,organic,US
415,8745,2024-09-16T22:06:59,desktop,organic,AE
416,3520,2020-02-13T15:42:56,mobile,social,CA
417,18908,2023-12-19T14:35:04,desktop,paid,JP
418,15139,2022-12-29T00:10:58,mobile,paid,JP
419,4459,2021-03-24T05:25:47,mobile,organic,JP
420,1901,2024-03-15T15:06:03,mobile,email,DE
421,16877,2024-05-18T11:58:45,mobile,organic,JP
422,9876,2023-12-07T17:15:26,desktop,organic,ZA
423,4854,2022-05-28T12:09:14,desktop,social,DE
424,16942,2021-08-06T00:31:52,desktop,direct,US
425,1407,2022-02-27T00:00:01,mobile,social,GB
426,6895,2020-06-29T15:08:02,desktop,direct,GB
427,19336,2024-08-09T17:20:14,desktop,direct,US
428,10333,2021-01-15T17:27:41,mobile,organic,CA
429,2852,2021-10-03T20:53:49,mobile,social,US
430,4765,2021-06-02T19:36:58,mobile,paid,US
431,4407,2023-07-20T03:21:35,mobile,organic,US
432,14482,2023-02-09T06:11:52,desktop,organic,ES
433,16995,2020-02-22T22:28:33,desktop,referral,GB
434,16412,2024-11-28T04:51:40,mobile,direct,GB
435,10967,2023-06-18T21:18:22,desktop,direct,AU
436,17992,2025-01-09T09:10:41,mobile,direct,US
437,12438,2021-08-25T00:52:44,desktop,email,US
438,11352,2025-06-23T18:32:59,desktop,organic,PL
439,8715,2023-05-10T08:14:43,mobile,direct,PL
440,12045,2023-07-09T22:05:21,mobile,organic,BR
441,3813,2022-09-11T17:38:18,mobile,organic,GB
442,14618,2022-09-24T00:53:38,mobile,organic,BR
443,11445,2025-07-30T22:31:40,desktop,paid,BR
444,8427,2022-04-15T14:17:38,mobile,direct,US
445,7129,2022-08-08T01:59:11,mobile,referral,NL
446,6170,2020-03-22T12:48:15,desktop,social,US
447,1340,2021-12-18T08:39:54,mobile,paid,US
448,11269,2024-04-01T04:43:02,mobile,organic,IN
449,4417,2022-05-07T23:48:14,mobile,email,DE
450,8114,2023-05-18T16:10:44,tablet,direct,GB
451,10064,2024-10-22T09:35:15,desktop,direct,AU
452,17943,2021-07-26T18:20:58,desktop,direct,BR
453,15088,2020-12-13T17:37:00,mobile,paid,FR
454,17912,2022-09-16T23:42:22,desktop,social,MX
455,11690,2022-11-16T05:54:00,desktop,organic,US
456,11586,2020-12-09T23:28:45,mobile,referral,US
457,12646,2024-10-17T16:46:30,mobile,organic,MX
458,3782,2022-09-03T12:41:35,mobile,direct,DE
459,5044,2020-08-08T17:06:53,mobile,email,SG
460,7990,2020-12-27T23:45:47,desktop,paid,US
461,7353,2021-08-03T16:48:31,desktop,paid,AU
462,15912,2022-01-05T08:07:32,desktop,direct,DE
463,8286,2021-12-05T03:26:25,mobile,organic,NL
464,2536,2025-10-21T22:11:13,mobile,organic,SE
465,14474,2024-08-19T11:15:36,mobile,social,MX
466,4811,2022-10-09T06:12:42,desktop,direct,GB
467,3043,2020-01-25T22:37:55,tablet,direct,NL
468,13517,2023-01-01T20:06:41,desktop,referral,JP
469,10258,2022-05-16T10:01:04,mobile,organic,US
470,12606,2021-01-24T21:21:45,mobile,direct,SG
471,7068,2022-01-18T04:05:30,mobile,organic,SE
472,7420,2022-03-01T12:32:15,desktop,direct,BR
473,3845,2023-07-06T08:30:27,mobile,organic,ES
474,2801,2020-04-02T20:04:29,desktop,organic,GB
475,558,2024-08-17T20:10:53,desktop,organic,PL
476,12806,2025-05-07T03:08:16,desktop,direct,BR
477,16142,2020-08-15T08:13:10,tablet,organic,US
478,15462,2025-06-18T06:10:37,desktop,direct,NL
479,528,2024-02-18T23:39:56,desktop,organic,US
480,12124,2023-12-13T15:08:59,mobile,direct,MX
481,12462,2024-12-26T09:57:21,tablet,organic,GB
482,6499,2020-12-06T00:54:27,mobile,email,US
483,11963,2022-07-29T02:45:32,desktop,direct,SG
484,2174,2021-01-04T13:46:30,desktop,social,ES
485,19419,2021-10-23T21:09:09,mobile,organic,CA
486,11813,2020-01-27T14:17:07,mobile,organic,MX
487,12643,2020-08-11T01:14:09,mobile,organic,MX
488,18912,2024-12-15T09:00:09,desktop,organic,US
489,4119,2025-07-17T04:41:44,desktop,direct,BR
490,11305,2023-03-24T23:29:56,mobile,direct,MX
491,136,2020-09-07T23:17:56,tablet,direct,NL
492,9724,2025-06-02T06:28:03,mobile,referral,IN
493,12995,2024-07-10T22:53:02,desktop,organic,MX
494,12862,2021-02-15T19:54:06,desktop,paid,PL
495,8089,2023-05-29T01:54:19,mobile,organic,US
496,1656,2022-02-19T17:58:32,desktop,organic,US
497,14733,2020-01-30T10:52:52,mobile,referral,FR
498,10760,2024-09-12T01:37:36,desktop,social,JP
499,18738,2020-01-02T15:25:05,desktop,social,NL
500,11429,2023-02-19T16:13:35,desktop,social,ES
501,1738,2022-11-01T07:14:34,desktop,direct,AE
502,12766,2025-07-22T22:11:55,desktop,direct,DE
503,9064,2023-06-24T23:21:13,mobile,direct,GB
504,14746,2023-03-02T04:30:22,tablet,organic,BR
505,18709,2024-02-09T22:24:48,mobile,organic,MX
506,11752,2021-02-21T08:41:26,mobile,organic,FR
