review_id,order_id,product_id,rating,review_text,review_time
85,223,468,4,Good value for money!,2021-03-28
86,225,203,5,"Excellent product, highly recommend!",2022-08-21
87,233,911,3,Okay overall.,2022-03-03
88,233,896,3,Okay overall.,2023-09-24
89,244,949,3,Okay overall.,2022-12-08
90,244,981,4,Good value for money!,2024-09-11
91,261,455,4,Good value for money!,2025-09-12
92,261,971,5,"Excellent product, highly recommend!",2021-12-07
93,269,773,4,Good value for money!,2025-09-17
94,269,731,5,"Excellent product, highly recommend!",2025-03-21
95,269,748,5,"Excellent product, highly recommend!",2025-07-20
96,269,853,5,"Excellent product, highly recommend!",2025-02-04
97,276,555,2,Not great quality.,2021-03-21
98,279,1126,3,Okay overall.,2020-01-17
99,279,1099,4,Good value for money!,2025-02-21
100,283,1173,5,"Excellent product, highly recommend!",2020-05-04
101,285,457,4,Good value for money!,2023-10-25
102,300,1177,3,Okay overall.,2024-01-22
103,305,1161,3,Okay overall.,2021-06-01
104,305,535,5,"Excellent product, highly recommend!",2021-03-24
105,305,417,2,Not great quality.,2023-04-19
106,310,294,5,"Excellent product, highly recommend!",2023-10-06
107,310,244,4,Good value for money!,2023-12-05
108,325,462,4,Good value for money!,2021-06-20
109,326,596,3,Okay overall.,2020-12-29
110,328,341,4,Good value for money!,2025-08-24
111,334,1096,3,Okay overall.,2025-03-13
112,337,282,5,"Excellent product, highly recommend!",2021-04-16
113,337,1119,5,"Excellent product, highly recommend!",2023-02-17
114,337,677,1,"Very disappointed, would not buy again.",2021-12-17
115,337,997,4,Good value for money!,2022-08-28
116,338,1140,4,Good value for money!,2024-01-03
117,338,504,1,"Very disappointed, would not buy again.",2021-10-03
118,338,376,2,Not great quality.,2020-06-11
119,338,496,3,Okay overall.,2020-09-06
120,340,869,5,"Excellent product, highly recommend!",2022-06-20
121,340,381,4,Good value for money!,2023-09-28
122,340,451,2,Not great quality.,2020-08-21
123,340,271,5,"Excellent product, highly recommend!",2023-08-06
124,341,265,5,"Excellent product, highly recommend!",2022-08-04
125,341,1159,4,Good value for money!,2025-10-01
126,341,984,3,Okay overall.,2023-01-15
127,345,38,5,"Excellent product, highly recommend!",2023-06-04
128,352,1049,1,"Very disappointed, would not buy again.",2023-12-16
129,352,1098,4,Good value for money!,2023-10-20
130,361,823,5,"Excellent product, highly recommend!",2022-11-11
131,362,1077,5,"Excellent product, highly recommend!",2022-10-14
132,365,948,5,"Excellent product, highly recommend!",2020-01-25
133,365,509,5,"Excellent product, highly recommend!",2023-05-13
134,375,413,5,"Excellent product, highly recommend!",2023-01-15
135,375,891,3,Okay overall.,2023-09-07
136,376,279,5,"Excellent product, highly recommend!",2022-05-25
137,376,402,4,Good value for money!,2021-03-17
138,385,946,2,Not great quality.,2025-07-19
139,385,103,3,Okay overall.,2021-12-30
140,385,583,4,Good value for money!,2024-08-10
141,402,514,5,"Excellent product, highly recommend!",2024-07-15
142,404,314,3,Okay overall.,2022-06-02
143,410,438,4,Good value for money!,2021-10-05
144,410,196,5,"Excellent product, highly recommend!",2023-05-28
145,411,890,3,Okay overall.,2024-03-21
146,411,874,4,Good value for money!,2024-09-13
147,455,184,4,Good value for money!,2023-08-26
148,459,999,3,Okay overall.,2024-12-05
149,466,1170,3,Okay overall.,2021-09-12
150,466,446,4,Good value for money!,2022-07-25
151,481,380,4,Good value for money!,2021-10-01
152,482,557,3,Okay overall.,2022-02-05
153,482,1105,4,Good value for money!,2025-09-04
154,482,429,5,"Excellent product, highly recommend!",2023-06-24
155,497,1028,5,"Excellent product, highly recommend!",2022-04-18
156,501,1142,4,Good value for money!,2025-04-18
157,501,901,3,Okay overall.,2022-09-08
158,505,114,4,Good value for money!,2022-01-06
159,525,695,3,Okay overall.,2023-04-06
160,525,296,3,Okay overall.,2022-01-10
161,528,344,4,Good value for money!,2024-10-13
162,535,402,5,"Excellent product, highly recommend!",2024-04-19
163,537,385,1,"Very disappointed, would not buy again.",2022-01-01
164,542,498,5,"Excellent product, highly recommend!",2024-01-31
165,542,465,4,Good value for money!,2020-10-18
166,546,358,4,Good value for money!,2021-11-18
167,548,1095,2,Not great quality.,2023-07-05
168,548,967,5,"Excellent product, highly recommend!",2020-02-01
169,548,528,5,"Excellent product, highly recommend!",2024-07-16
170,553,1187,5,"Excellent product, highly recommend!",2022-09-21
171,553,191,3,Okay overall.,2024-08-24
172,554,287,4,Good value for money!,2021-07-09
173,554,333,5,"Excellent product, highly recommend!",2023-02-17
174,563,1026,3,Okay overall.,2021-09-29
175,563,1039,5,"Excellent product, highly recommend!",2021-07-20
176,566,1017,5,"Excellent product, highly recommend!",2023-01-23
177,572,510,3,Okay overall.,2022-04-05
178,572,386,4,Good value for money!,2020-06-13
179,577,731,4,Good value for money!,2024-09-15
180,577,416,3,Okay overall.,2023-12-25
181,578,950,5,"Excellent product, highly recommend!",2023-07-13
182,587,646,4,Good value for money!,2024-02-29
183,587,1086,4,Good value for money!,2021-06-06
184,615,225,3,Okay overall.,2023-06-01
185,615,492,4,Good value for money!,2021-03-12
186,615,907,4,Good value for money!,2025-02-09
187,615,828,4,Good value for money!,2024-03-24
188,620,975,3,Okay overall.,2020-12-31
189,620,978,4,Good value for money!,2020-11-08
190,620,866,5,"Excellent product, highly recommend!",2024-11-24
191,620,879,5,"Excellent product, highly recommend!",2022-11-26
192,623,1197,4,Good value for money!,2021-03-31
193,623,1035,4,Good value for money!,2021-03-04
194,629,217,4,Good value for money!,2022-12-18
195,629,528,5,"Excellent product, highly recommend!",2025-04-29
196,629,528,4,Good value for money!,2022-06-19
197,629,683,4,Good value for money!,2024-11-04
198,630,1010,5,"Excellent product, highly recommend!",2023-06-13
199,630,332,3,Okay overall.,2020-12-21
200,630,142,5,"Excellent product, highly recommend!",2024-04-10
201,637,163,5,"Excellent product, highly recommend!",2021-12-03
202,637,409,5,"Excellent product, highly recommend!",2022-03-22
203,640,493,4,Good value for money!,2022-09-05
204,640,463,3,Okay overall.,2020-04-15
205,653,1013,5,"Excellent product, highly recommend!",2022-06-02
206,660,611,4,Good value for money!,2025-07-18
207,660,312,4,Good value for money!,2023-12-21
208,664,391,5,"Excellent product, highly recommend!",2020-07-31
209,664,436,5,"Excellent product, highly recommend!",2021-11-23
210,664,402,4,Good value for money!,2023-06-18
211,664,504,4,Good value for money!,2020-03-29
212,680,1026,4,Good value for money!,2021-07-27
213,686,585,2,Not great quality.,2023-12-31
214,686,884,5,"Excellent product, highly recommend!",2025-01-29
215,686,800,4,Good value for money!,2024-10-09
216,690,908,5,"Excellent product, highly recommend!",2024-06-21
217,690,1011,1,"Very disappointed, would not buy again.",2024-01-25
218,691,809,3,Okay overall.,2022-03-17
219,692,208,3,Okay overall.,2020-06-18
220,692,114,4,Good value for money!,2025-03-31
221,695,353,5,"Excellent product, highly recommend!",2025-05-30
222,701,485,3,Okay overall.,2020-07-31
223,704,998,3,Okay overall.,2024-12-25
224,709,1115,3,Okay overall.,2024-12-24
225,709,657,5,"Excellent product, highly recommend!",2022-11-14
226,729,460,1,"Very disappointed, would not buy again.",2022-03-06
227,738,377,5,"Excellent product, highly recommend!",2022-11-20
228,753,827,4,Good value for money!,2023-02-27
229,760,921,5,"Excellent product, highly recommend!",2022-07-27
230,764,36,4,Good value for money!,2020-12-17
231,764,296,4,Good value for money!,2021-03-07
232,772,454,4,Good value for money!,2025-06-22
233,772,654,5,"Excellent product, highly recommend!",2024-08-06
234,772,557,2,Not great quality.,2021-09-03
235,772,532,5,"Excellent product, highly recommend!",2020-12-18
236,785,1080,4,Good value for money!,2024-12-12
237,804,459,5,"Excellent product, highly recommend!",2025-10-26
238,805,220,2,Not great quality.,2025-05-21
239,806,385,5,"Excellent product, highly recommend!",2024-03-16
240,806,1111,5,"Excellent product, highly recommend!",2024-01-19
241,806,406,5,"Excellent product, highly recommend!",2023-09-12
242,806,573,5,"Excellent product, highly recommend!",2020-04-18
243,808,331,3,Okay overall.,2024-11-11
244,815,268,5,"Excellent product, highly recommend!",2020-12-28
245,817,319,2,Not great quality.,2024-01-21
246,841,1115,5,"Excellent product, highly recommend!",2023-10-05
247,845,55,3,Okay overall.,2024-04-06
248,845,228,5,"Excellent product, highly recommend!",2022-02-14
249,845,981,4,Good value for money!,2020-07-07
250,846,281,2,Not great quality.,2025-01-29
251,846,338,5,"Excellent product, highly recommend!",2025-09-08
252,857,107,5,"Excellent product, highly recommend!",2020-03-28
253,861,454,4,Good value for money!,2020-09-28
254,875,910,5,"Excellent product, highly recommend!",2022-06-28
255,879,1154,4,Good value for money!,2021-05-11
256,887,1148,4,Good value for money!,2023-01-08
257,887,1086,5,"Excellent product, highly recommend!",2020-03-18
258,892,1105,5,"Excellent product, highly recommend!",2024-05-25
259,892,1176,1,"Very disappointed, would not buy again.",2022-07-14
260,892,581,4,Good value for money!,2025-07-24
261,896,392,4,Good value for money!,2022-11-14
262,896,759,5,"Excellent product, highly recommend!",2025-09-13
263,898,1175,4,Good value for money!,2023-10-05
264,900,27,4,Good value for money!,2020-01-08
265,900,1014,5,"Excellent product, highly recommend!",2024-10-06
266,913,340,4,Good value for money!,2020-02-22
267,913,271,4,Good value for money!,2024-12-20
268,913,291,5,"Excellent product, highly recommend!",2020-02-10
269,918,223,4,Good value for money!,2023-04-15
270,918,606,4,Good value for money!,2023-01-10
271,918,297,5,"Excellent product, highly recommend!",2020-09-24
272,920,671,4,Good value for money!,2022-09-27
273,920,591,3,Okay overall.,2025-05-26
274,920,1091,5,"Excellent product, highly recommend!",2023-04-19
275,939,418,3,Okay overall.,2020-09-04
276,939,493,4,Good value for money!,2024-01-24
277,941,457,4,Good value for money!,2021-05-05
278,941,482,4,Good value for money!,2022-02-28
279,952,367,4,Good value for money!,2024-01-02
280,953,414,4,Good value for money!,2025-01-09
281,955,483,3,Okay overall.,2025-06-07
282,955,434,5,"Excellent product, highly recommend!",2022-10-02
283,961,387,4,Good value for money!,2025-09-21
284,961,826,4,Good value for money!,2020-09-10
285,961,725,4,Good value for money!,2022-09-20
286,963,103,4,Good value for money!,2022-10-20
287,965,976,5,"Excellent product, highly recommend!",2023-04-17
288,965,553,3,Okay overall.,2023-12-01
289,966,744,5,"Excellent product, highly recommend!",2025-06-13
290,971,172,5,"Excellent product, highly recommend!",2020-03-21
291,972,1180,4,Good value for money!,2021-06-25
292,972,1052,5,"Excellent product, highly recommend!",2022-05-15
293,972,1029,5,"Excellent product, highly recommend!",2024-07-22
294,972,1173,4,Good value for money!,2025-03-25
295,988,708,4,Good value for money!,2022-11-06
296,992,977,4,Good value for money!,2024-08-10
297,996,92,2,Not great quality.,2023-03-22
298,998,1116,4,Good value for money!,2025-07-28
299,1006,980,4,Good value for money!,2022-05-21
300,1006,873,5,"Excellent product, highly recommend!",2025-08-05
301,1007,1150,5,"Excellent product, highly recommend!",2025-06-04
302,1008,1108,2,Not great quality.,2025-03-29
303,1021,873,3,Okay overall.,2021-04-26
304,1021,920,3,Okay overall.,2022-10-12
305,1028,776,3,Okay overall.,2022-06-07
306,1028,842,3,Okay overall.,2025-02-06
307,1028,837,5,"Excellent product, highly recommend!",2021-12-04
308,1029,1051,5,"Excellent product, highly recommend!",2021-09-26
309,1038,428,5,"Excellent product, highly recommend!",2020-09-06
310,1038,1194,4,Good value for money!,2020-11-28
311,1038,769,5,"Excellent product, highly recommend!",2025-04-19
312,1046,901,3,Okay overall.,2022-05-01
313,1046,1152,3,Okay overall.,2021-04-22
314,1046,936,4,Good value for money!,2023-03-15
315,1048,522,4,Good value for money!,2020-10-09
316,1054,983,4,Good value for money!,2021-02-19
317,1055,1007,5,"Excellent product, highly recommend!",2022-08-13
318,1060,27,4,Good value for money!,2023-01-09
319,1061,979,3,Okay overall.,2025-07-25
320,1066,483,4,Good value for money!,2021-05-29
321,1066,416,4,Good value for money!,2021-08-24
322,1066,866,4,Good value for money!,2020-11-20
323,1066,464,5,"Excellent product, highly recommend!",2022-07-16
324,1069,442,4,Good value for money!,2025-07-03
325,1078,1043,5,"Excellent product, highly recommend!",2022-10-21
326,1080,334,4,Good value for money!,2023-03-23
327,1081,477,2,Not great quality.,2024-01-27
328,1083,696,4,Good value for money!,2024-12-22
329,1087,937,5,"Excellent product, highly recommend!",2020-03-25
330,1097,909,4,Good value for money!,2020-12-12
331,1097,56,4,Good value for money!,2020-01-24
332,1097,509,3,Okay overall.,2024-06-29
333,1098,374,3,Okay overall.,2025-10-26
334,1098,417,4,Good value for money!,2020-01-05
335,1098,504,4,Good value for money!,2020-10-25
336,1101,847,4,Good value for money!,2022-02-15
337,1101,1173,3,Okay overall.,2025-08-10
338,1129,916,4,Good value for money!,2020-07-27
339,1139,231,4,Good value for money!,2020-02-07
340,1139,203,5,"Excellent product, highly recommend!",2023-12-12
341,1143,1033,4,Good value for money!,2023-07-05
342,1143,1105,4,Good value for money!,2021-04-08
343,1143,571,4,Good value for money!,2021-12-17
344,1147,824,5,"Excellent product, highly recommend!",2024-04-08
345,1147,838,4,Good value for money!,2023-02-16
346,1157,777,4,Good value for money!,2024-06-06
347,1157,782,4,Good value for money!,2020-09-16
348,1157,771,2,Not great quality.,2023-04-01
349,1157,698,5,"Excellent product, highly recommend!",2024-05-21
350,1167,103,5,"Excellent product, highly recommend!",2025-06-19
351,1167,69,5,"Excellent product, highly recommend!",2021-05-31
352,1167,107,5,"Excellent product, highly recommend!",2024-05-11
353,1169,778,4,Good value for money!,2021-09-25
354,1169,220,5,"Excellent product, highly recommend!",2023-06-12
355,1171,602,5,"Excellent product, highly recommend!",2020-07-20
356,1171,1153,4,Good value for money!,2023-12-30
357,1171,953,3,Okay overall.,2021-08-28
358,1172,634,5,"Excellent product, highly recommend!",2024-01-03
359,1172,612,4,Good value for money!,2023-07-04
360,1177,246,4,Good value for money!,2022-10-30
361,1177,1118,4,Good value for money!,2020-06-23
362,1178,649,5,"Excellent product, highly recommend!",2024-05-19
363,1178,544,4,Good value for money!,2021-07-17
364,1179,608,5,"Excellent product, highly recommend!",2022-04-07
365,1180,496,4,Good value for money!,2020-05-18
366,1192,798,3,Okay overall.,2024-01-12
367,1197,243,5,"Excellent product, highly recommend!",2021-10-07
368,1197,10,3,Okay overall.,2022-02-28
369,1197,265,5,"Excellent product, highly recommend!",2020-09-29
370,1197,425,5,"Excellent product, highly recommend!",2022-11-23
371,1198,963,3,Okay overall.,2024-07-09
372,1203,508,5,"Excellent product, highly recommend!",2020-03-13
373,1203,903,4,Good value for money!,2025-08-10
374,1211,1098,5,"Excellent product, highly recommend!",2021-10-04
375,1220,496,5,"Excellent product, highly recommend!",2024-04-26
376,1220,363,5,"Excellent product, highly recommend!",2023-08-24
377,1220,1006,4,Good value for money!,2023-10-24
378,1233,1162,1,"Very disappointed, would not buy again.",2023-08-13
379,1233,1093,3,Okay overall.,2023-12-31
380,1248,614,4,Good value for money!,2025-06-27
381,1264,511,3,Okay overall.,2022-08-03
382,1264,1155,5,"Excellent product, highly recommend!",2020-07-03
383,1264,398,3,Okay overall.,2024-01-29
384,1272,1148,4,Good value for money!,2024-12-07
385,1281,1018,2,Not great quality.,2022-03-24
386,1284,1140,5,"Excellent product, highly recommend!",2025-02-16
387,1284,813,5,"Excellent product, highly recommend!",2020-02-15
388,1285,1174,1,"Very disappointed, would not buy again.",2023-12-19
389,1285,945,5,"Excellent product, highly recommend!",2020-04-24
390,1293,1056,5,"Excellent product, highly recommend!",2024-02-09
391,1293,381,4,Good value for money!,2022-06-01
392,1293,966,2,Not great quality.,2021-04-11
393,1293,14,4,Good value for money!,2024-07-05
394,1295,505,5,"Excellent product, highly recommend!",2024-03-05
395,1302,489,3,Okay overall.,2022-09-08
396,1302,507,5,"Excellent product, highly recommend!",2021-09-19
397,1302,392,2,Not great quality.,2020-06-30
398,1302,424,4,Good value for money!,2024-06-28
399,1310,413,4,Good value for money!,2024-05-16
400,1310,267,4,Good value for money!,2021-07-09
401,1313,977,4,Good value for money!,2022-03-06
402,1313,623,4,Good value for money!,2022-07-06
403,1317,559,4,Good value for money!,2023-12-29
404,1327,1022,2,Not great quality.,2023-07-09
405,1338,743,4,Good value for money!,2023-01-24
406,1341,1180,2,Not great quality.,2025-04-09
407,1346,322,4,Good value for money!,2020-10-25
408,1346,997,5,"Excellent product, highly recommend!",2020-02-06
409,1346,775,4,Good value for money!,2023-11-26
410,1346,953,4,Good value for money!,2023-02-26
411,1362,114,3,Okay overall.,2020-01-22
412,1364,347,5,"Excellent product, highly recommend!",2021-03-06
413,1371,579,3,Okay overall.,2023-10-20
414,1371,591,4,Good value for money!,2025-04-17
415,1371,623,3,Okay overall.,2021-08-01
416,1371,548,4,Good value for money!,2020-05-10
417,1371,1016,5,"Excellent product, highly recommend!",2020-07-16
418,1371,570,5,"Excellent product, highly recommend!",2023-09-25
419,1375,479,3,Okay overall.,2020-05-13
420,1383,406,5,"Excellent product, highly recommend!",2025-03-16
421,1392,997,5,"Excellent product, highly recommend!",2025-06-28
422,1392,559,5,"Excellent product, highly recommend!",2022-09-02
423,1395,1151,4,Good value for money!,2022-03-22
424,1395,984,4,Good value for money!,2023-12-31
425,1395,1160,3,Okay overall.,2022-09-29
426,1397,511,1,"Very disappointed, would not buy again.",2021-05-09
427,1397,289,4,Good value for money!,2025-09-02
428,1397,461,5,"Excellent product, highly recommend!",2025-09-30
429,1399,382,3,Okay overall.,2020-05-20
430,1399,930,4,Good value for money!,2021-03-31
431,1411,845,5,"Excellent product, highly recommend!",2021-09-28
432,1411,1181,5,"Excellent product, highly recommend!",2020-11-16
433,1411,1086,5,"Excellent product, highly recommend!",2020-09-23
434,1411,1141,4,Good value for money!,2021-02-04
435,1413,480,2,Not great quality.,2022-05-25
436,1415,995,2,Not great quality.,2024-02-13
437,1415,1112,4,Good value for money!,2023-07-15
438,1422,1167,5,"Excellent product, highly recommend!",2023-10-29
439,1430,432,5,"Excellent product, highly recommend!",2025-03-09
440,1431,493,5,"Excellent product, highly recommend!",2024-08-08
441,1431,359,2,Not great quality.,2024-01-16
442,1433,412,4,Good value for money!,2021-08-17
443,1434,455,5,"Excellent product, highly recommend!",2024-11-07
444,1436,673,3,Okay overall.,2022-10-26
445,1460,1084,2,Not great quality.,2021-06-13
446,1460,1177,4,Good value for money!,2025-04-07
447,1478,173,2,Not great quality.,2024-02-20
448,1482,593,3,Okay overall.,2021-06-27
449,1484,1160,5,"Excellent product, highly recommend!",2022-11-29
450,1488,993,3,Okay overall.,2023-08-19
451,1488,1077,4,Good value for money!,2024-10-30
452,1488,482,4,Good value for money!,2024-10-09
453,1489,111,4,Good value for money!,2021-02-13
454,1489,9,1,"Very disappointed, would not buy again.",2021-07-07
455,1506,1150,4,Good value for money!,2021-05-12
456,1506,532,3,Okay overall.,2022-03-15
457,1512,770,4,Good value for money!,2023-06-16
458,1512,835,5,"Excellent product, highly recommend!",2021-03-25
459,1512,825,4,Good value for money!,2020-08-17
460,1520,1175,5,"Excellent product, highly recommend!",2020-03-23
461,1525,948,5,"Excellent product, highly recommend!",2021-08-06
462,1526,428,5,"Excellent product, highly recommend!",2022-12-09
463,1530,468,5,"Excellent product, highly recommend!",2021-10-04
464,1532,461,5,"Excellent product, highly recommend!",2022-09-12
465,1532,1013,3,Okay overall.,2022-06-15
466,1532,203,5,"Excellent product, highly recommend!",2022-01-18
467,1533,1023,4,Good value for money!,2020-06-02
468,1533,1086,5,"Excellent product, highly recommend!",2021-06-03
469,1533,896,5,"Excellent product, highly recommend!",2023-06-13
470,1544,1071,5,"Excellent product, highly recommend!",2021-10-29
471,1545,576,5,"Excellent product, highly recommend!",2020-12-21
472,1546,679,5,"Excellent product, highly recommend!",2023-09-04
473,1554,105,3,Okay overall.,2021-12-23
474,1555,472,5,"Excellent product, highly recommend!",2023-12-31
475,1555,386,4,Good value for money!,2021-07-19
476,1555,463,1,"Very disappointed, would not buy again.",2020-07-25
477,1558,1174,4,Good value for money!,2024-06-04
478,1558,1137,5,"Excellent product, highly recommend!",2025-08-11
479,1560,327,5,"Excellent product, highly recommend!",2025-06-02
480,1562,954,1,"Very disappointed, would not buy again.",2024-08-12
481,1562,1060,5,"Excellent product, highly recommend!",2025-10-25
482,1562,982,4,Good value for money!,2022-03-14
483,1567,678,2,Not great quality.,2022-02-21
484,1571,879,3,Okay overall.,2020-06-19
485,1571,744,5,"Excellent product, highly recommend!",2024-11-03
486,1577,805,4,Good value for money!,2020-08-10
487,1579,383,3,Okay overall.,2022-05-15
488,1579,538,5,"Excellent product, highly recommend!",2025-06-19
489,1580,787,4,Good value for money!,2021-12-28
490,1580,491,4,Good value for money!,2023-03-07
491,1580,1097,5,"Excellent product, highly recommend!",2020-06-13
492,1580,1149,4,Good value for money!,2024-10-12
493,1582,1101,4,Good value for money!,2021-12-07
494,1582,321,4,Good value for money!,2022-10-20
495,1582,241,5,"Excellent product, highly recommend!",2022-08-18
496,1604,696,3,Okay overall.,2024-07-13
497,1604,652,4,Good value for money!,2024-08-27
498,1609,734,4,Good value for money!,2025-04-12
499,1609,861,5,"Excellent product, highly recommend!",2021-02-15
500,1609,647,5,"Excellent product, highly recommend!",2022-07-31
501,1613,959,5,"Excellent product, highly recommend!",2025-01-27
502,1620,327,5,"Excellent product, highly recommend!",2023-10-10
503,1624,651,1,"Very disappointed, would not buy again.",2020-11-05
504,1625,451,5,"Excellent product, highly recommend!",2021-06-07
505,1627,944,1,"Very disappointed, would not buy again.",2020-03-18
506,1627,795,3,Okay overall.,2020-08-12
507,1627,1140,5,"Excellent product, highly recommend!",2021-10-14
508,1628,879,4,Good value for money!,2020-04-01
509,1633,670,5,"Excellent product, highly recommend!",2020-08-30
510,1647,1138,5,"Excellent product, highly recommend!",2021-08-27
511,1647,1172,3,Okay overall.,2021-12-25
512,1648,880,5,"Excellent product, highly recommend!",2022-10-01
513,1648,1013,4,Good value for money!,2021-08-27
514,1648,1022,5,"Excellent product, highly recommend!",2023-12-24
515,1662,871,4,Good value for money!,2020-02-17
516,1662,885,3,Okay overall.,2024-03-20
517,1675,389,2,Not great quality.,2020-09-06
518,1678,296,5,"Excellent product, highly recommend!",2023-07-31
519,1678,1138,5,"Excellent product, highly recommend!",2021-03-31
520,1678,219,5,"Excellent product, highly recommend!",2024-01-01
521,1684,1025,2,Not great quality.,2022-07-16
522,1685,1017,3,Okay overall.,2021-07-03
523,1685,865,4,Good value for money!,2023-09-19
524,1687,936,2,Not great quality.,2023-06-21
525,1687,705,2,Not great quality.,2020-02-18
526,1687,602,5,"Excellent product, highly recommend!",2021-09-06
527,1689,507,4,Good value for money!,2023-01-04
528,1692,366,5,"Excellent product, highly recommend!",2022-01-16
529,1692,418,5,"Excellent product, highly recommend!",2023-07-13
530,1692,474,2,Not great quality.,2025-05-03
531,1692,478,4,Good value for money!,2021-12-14
532,1692,502,5,"Excellent product, highly recommend!",2021-07-08
533,1695,487,3,Okay overall.,2025-01-14
534,1695,455,5,"Excellent product, highly recommend!",2024-05-17
535,1696,410,2,Not great quality.,2021-10-29
536,1696,517,5,"Excellent product, highly recommend!",2022-08-02
537,1698,623,5,"Excellent product, highly recommend!",2020-10-25
538,1709,372,5,"Excellent product, highly recommend!",2022-02-12
539,1709,336,5,"Excellent product, highly recommend!",2022-06-10
540,1710,104,3,Okay overall.,2021-09-09
541,1713,620,5,"Excellent product, highly recommend!",2025-01-17
542,1715,425,5,"Excellent product, highly recommend!",2022-02-03
543,1720,922,3,Okay overall.,2022-08-05
544,1724,615,4,Good value for money!,2021-10-25
545,1724,5,5,"Excellent product, highly recommend!",2025-07-23
546,1724,957,4,Good value for money!,2020-04-21
