product_id,category,name,price_usd,cost_usd,margin_usd,margin_pct
31,Electronics,Mouse DarkTurquoise 596,162.22,92.47,69.75,42.997164344717056
32,Electronics,Mouse Yellow 529,179.77,90.11,89.66,49.87484007342715
33,Electronics,SSD DarkOrchid 228,377.59,224.89,152.7,40.440689636907756
34,Electronics,Headphones Linen 995,290.29,221.0,69.29,23.8692342140618
35,Electronics,Smartwatch Gainsboro 593,256.9,158.82,98.08,38.178279486181395
36,Electronics,Smartwatch DarkKhaki 313,65.48,34.06,31.42,47.98411728772144
37,Electronics,Speaker Gold 153,122.51,73.75,48.76,39.800832585095094
38,Electronics,Keyboard Navy 203,30.13,16.43,13.7,45.46963159641553
39,Electronics,SSD DarkGray 312,379.83,197.93,181.9,47.88984545717822
40,Electronics,Smartwatch Coral 455,114.67,66.01,48.66,42.43481294148425
41,Electronics,SSD Chocolate 599,300.27,160.53,139.74,46.53811569587372
42,Electronics,Speaker GreenYellow 247,303.83,180.34,123.49,40.644439324622326
43,Electronics,Keyboard SpringGreen 590,457.31,330.23,127.08,27.788589796855522
44,Electronics,Mouse White 640,324.31,182.12,142.19,43.84385310351207
45,Electronics,SSD Pink 127,113.56,75.28,38.28,33.709052483268756
46,Electronics,Monitor Maroon 812,587.75,446.1,141.65,24.100382815823053
47,Electronics,Monitor SeaGreen 464,325.49,251.43,74.06,22.75338720083566
48,Electronics,Webcam SaddleBrown 437,333.58,244.75,88.83,26.629294322201574
49,Electronics,Webcam MistyRose 876,379.54,279.54,100.0,26.34768403857301
50,Electronics,Webcam Lime 857,489.46,364.89,124.57,25.450496465492584
51,Electronics,Webcam LightBlue 848,143.95,93.26,50.69,35.21361583883293
52,Electronics,Headphones Gainsboro 583,594.07,437.85,156.22,26.296564377935255
53,Electronics,Monitor LemonChiffon 452,140.38,95.67,44.71,31.849266277247473
54,Electronics,Speaker Cyan 457,490.88,351.93,138.95,28.306307040417206
55,Electronics,SSD Lime 581,75.91,40.28,35.63,46.93716242919247
56,Electronics,Webcam Violet 724,222.51,143.47,79.04,35.5219990112804
57,Electronics,Headphones Snow 918,303.3,211.06,92.24,30.412133201450708
58,Electronics,Keyboard MediumSpringGreen 497,505.75,271.07,234.68,46.4023727137914
59,Electronics,Webcam RosyBrown 908,302.48,167.44,135.04,44.64427400158687
60,Electronics,SSD LightSlateGray 839,79.45,62.28,17.17,21.611076148521082
61,Electronics,Smartwatch Cornsilk 186,294.0,212.56,81.44,27.70068027210884
62,Electronics,Mouse DarkOrchid 254,126.9,68.29,58.61,46.1859732072498
63,Electronics,Speaker Thistle 946,489.71,266.33,223.38,45.61475158767434
64,Electronics,Speaker PeachPuff 661,404.64,244.86,159.78,39.48695136417557
65,Electronics,Mouse FireBrick 843,42.2,31.22,10.98,26.01895734597156
66,Electronics,Keyboard MediumSpringGreen 544,330.15,257.55,72.6,21.990004543389368
67,Electronics,Webcam DeepPink 357,500.91,282.17,218.74,43.66852328761654
68,Electronics,Webcam SlateGray 700,196.99,112.71,84.28,42.78389765977968
69,Electronics,SSD PeachPuff 234,177.84,111.28,66.56,37.42690058479532
70,Electronics,Headphones BlueViolet 569,548.71,332.59,216.12,39.38692569845637
71,Electronics,Smartwatch Crimson 233,501.47,382.85,118.62,23.654455899655012
72,Electronics,Mouse Maroon 550,328.4,166.04,162.36,49.439707673568826
73,Electronics,Mouse MediumSpringGreen 253,376.88,276.18,100.7,26.71938017406071
74,Electronics,Mouse MediumVioletRed 223,110.69,75.9,34.79,31.430120155388924
75,Electronics,Headphones SpringGreen 668,215.81,141.46,74.35,34.451600945275935
76,Electronics,Speaker SaddleBrown 673,477.04,253.71,223.33,46.81578064732517
77,Electronics,Headphones CornflowerBlue 890,171.64,100.08,71.56,41.69191330692147
78,Electronics,Keyboard DarkGoldenRod 878,319.4,213.52,105.88,33.14965560425798
79,Electronics,Keyboard LightPink 617,282.65,193.26,89.39,31.62568547673802
80,Electronics,Webcam Sienna 646,424.86,270.09,154.77,36.428470555006356
81,Electronics,Speaker Coral 635,319.42,183.44,135.98,42.570909773965305
82,Electronics,Monitor Chocolate 307,555.99,426.9,129.09,23.218043489990826
83,Electronics,Speaker Magenta 552,108.17,58.03,50.14,46.35296292872331
84,Electronics,SSD RosyBrown 174,71.35,40.83,30.52,42.775052557813595
85,Electronics,Webcam LightSkyBlue 895,411.6,302.6,109.0,26.482021379980562
86,Electronics,Mouse OliveDrab 474,565.52,391.93,173.59,30.69564294808318
87,Electronics,Mouse MediumTurquoise 578,174.27,94.31,79.96,45.88282550065989
88,Electronics,Webcam Beige 598,455.61,240.67,214.94,47.17631307477886
89,Electronics,Mouse SandyBrown 265,594.23,445.51,148.72,25.027346313716908
90,Electronics,Smartwatch MidnightBlue 531,596.62,370.59,226.03,37.88508598437867
91,Electronics,Webcam FloralWhite 474,233.27,123.09,110.18,47.2328203369486
92,Electronics,Headphones DarkOrange 820,222.65,141.96,80.69,36.2407365820795
93,Electronics,Headphones Snow 402,249.08,163.2,85.88,34.47888228681548
94,Electronics,Keyboard Chocolate 334,94.32,73.15,21.17,22.444868532654798
95,Electronics,Keyboard IndianRed 897,77.91,45.31,32.6,41.84315235528174
96,Electronics,Mouse LightSlateGray 532,184.15,99.23,84.92,46.11458050502308
97,Electronics,Monitor DarkSeaGreen 627,261.39,172.77,88.62,33.903362791231494
98,Electronics,Speaker LightBlue 158,429.24,226.14,203.1,47.31618674867207
99,Electronics,Mouse Orchid 117,272.43,142.13,130.3,47.828800058730685
100,Electronics,Keyboard OrangeRed 976,486.93,255.7,231.23,47.48731850574004
101,Electronics,Webcam SpringGreen 564,67.97,51.58,16.39,24.11357952037664
102,Electronics,Headphones Cyan 374,223.32,148.71,74.61,33.4094572810317
103,Electronics,Mouse FireBrick 212,54.63,38.94,15.69,28.72048325096101
104,Electronics,Mouse RosyBrown 419,179.28,99.38,79.9,44.56715751896475
105,Electronics,Monitor PaleGoldenRod 556,332.72,186.91,145.81,43.82363548930031
106,Electronics,Mouse LightSeaGreen 356,184.2,136.51,47.69,25.890336590662322
107,Electronics,Headphones DarkSlateGray 664,38.75,27.9,10.85,27.999999999999996
108,Electronics,Webcam Plum 557,323.11,185.37,137.74,42.629445080622695
109,Electronics,Keyboard LightSeaGreen 772,405.24,281.65,123.59,30.497976507748493
110,Electronics,Speaker PapayaWhip 618,341.17,261.55,79.62,23.337339156432275
111,Electronics,Monitor MintCream 450,422.01,335.38,86.63,20.527949574654627
112,Electronics,Webcam Olive 751,504.4,359.14,145.26,28.798572561459157
113,Electronics,Mouse Lavender 155,260.68,157.52,103.16,39.573423354304126
114,Electronics,Mouse DeepPink 361,38.13,26.22,11.91,31.235247836349327
115,Electronics,Smartwatch DarkBlue 961,123.05,64.64,58.41,47.46850873628606
116,Electronics,Smartwatch Fuchsia 388,526.21,368.96,157.25,29.88350658482355
117,Electronics,Webcam DeepPink 289,424.83,218.18,206.65,48.64298660640728
118,Electronics,Mouse Lavender 472,183.35,91.87,91.48,49.89364603217889
119,Electronics,SSD Lavender 350,584.4,388.11,196.29,33.58829568788501
120,Electronics,Headphones Aquamarine 465,580.43,344.12,236.31,40.71291973192289
121,Electronics,Mouse SlateBlue 586,30.61,18.81,11.8,38.54949362953283
122,Electronics,Monitor Gainsboro 616,316.58,177.38,139.2,43.96992861204119
123,Electronics,Headphones LightGray 247,81.79,60.94,20.85,25.49211395036068
124,Electronics,Smartwatch LightSkyBlue 406,364.48,225.32,139.16,38.180421422300256
125,Electronics,Monitor AntiqueWhite 641,388.91,204.31,184.6,47.46599470314468
126,Electronics,Mouse DarkViolet 710,404.8,289.35,115.45,28.520256916996047
127,Electronics,Smartwatch PeachPuff 606,465.66,333.51,132.15,28.37907486148692
128,Electronics,Mouse White 248,191.98,131.62,60.36,31.440775080737577
129,Electronics,Headphones NavajoWhite 625,500.17,357.37,142.8,28.550292900413858
130,Electronics,Smartwatch MediumAquaMarine 242,448.3,333.39,114.91,25.632389025206333
131,Electronics,Headphones DarkSalmon 828,501.05,338.32,162.73,32.47779662708312
132,Electronics,Webcam Thistle 752,78.5,40.24,38.26,48.73885350318471
133,Electronics,SSD CadetBlue 562,576.92,353.64,223.28,38.70207307772308
134,Electronics,Headphones SaddleBrown 797,387.83,266.78,121.05,31.212129025604003
135,Electronics,Webcam OrangeRed 916,308.9,154.76,154.14,49.89964389770152
136,Electronics,Keyboard Orchid 648,456.51,297.14,159.37,34.910516746621106
137,Electronics,Keyboard PaleGoldenRod 854,405.8,210.94,194.86,48.01872843765402
138,Electronics,Speaker OrangeRed 371,173.75,90.76,82.99,47.764028776978414
139,Electronics,Webcam DarkKhaki 857,445.72,250.3,195.42,43.84366867091447
140,Electronics,Speaker SkyBlue 590,311.55,191.53,120.02,38.52351147488364
141,Electronics,Monitor PaleGoldenRod 758,467.17,320.05,147.12,31.49174818588522
142,Electronics,Webcam Chocolate 360,74.16,40.36,33.8,45.57713052858684
143,Electronics,Monitor Gold 593,384.06,207.4,176.66,45.99802114252981
144,Electronics,Headphones CornflowerBlue 201,306.9,242.99,63.91,20.824372759856633
145,Electronics,Webcam HoneyDew 628,415.15,243.8,171.35,41.27423822714682
146,Electronics,Monitor Purple 221,294.86,188.68,106.18,36.010309977616494
147,Electronics,Webcam DodgerBlue 584,207.65,109.17,98.48,47.42595713941729
148,Electronics,Headphones DarkOliveGreen 618,195.07,102.01,93.06,47.7059517096427
149,Electronics,Speaker MediumSpringGreen 315,596.56,367.51,229.05,38.395132090653085
150,Electronics,Keyboard CadetBlue 636,361.44,196.09,165.35,45.74756529437804
151,Electronics,Monitor DarkKhaki 939,573.06,309.33,263.73,46.02135901999792
152,Electronics,Monitor AliceBlue 336,535.51,380.75,154.76,28.899553696476254
153,Electronics,Speaker DeepPink 125,541.69,349.85,191.84,35.41508981151581
154,Electronics,Mouse WhiteSmoke 561,32.05,20.75,11.3,35.25741029641186
155,Electronics,Smartwatch DarkGreen 452,202.11,109.59,92.52,45.77705210034139
156,Electronics,Smartwatch Moccasin 101,210.16,158.05,52.11,24.79539398553483
157,Electronics,SSD Bisque 222,457.92,344.23,113.69,24.82748078266946
158,Electronics,Webcam Cornsilk 396,436.42,336.25,100.17,22.95266028138032
159,Electronics,Monitor HoneyDew 990,242.17,149.63,92.54,38.21282570095388
160,Electronics,Keyboard OldLace 381,235.6,148.05,87.55,37.160441426146015
161,Electronics,Headphones DeepPink 777,189.96,97.92,92.04,48.45230574857865
162,Electronics,Monitor LightCoral 372,391.93,213.47,178.46,45.533641211440816
163,Electronics,Smartwatch MediumTurquoise 482,321.25,178.92,142.33,44.30505836575876
164,Electronics,Smartwatch Moccasin 746,534.03,397.1,136.93,25.640881598412076
165,Electronics,Smartwatch Sienna 662,550.65,430.72,119.93,21.779714882411696
166,Electronics,Webcam DarkRed 849,440.16,226.61,213.55,48.51644856415849
167,Electronics,Smartwatch DarkOrange 759,286.99,208.3,78.69,27.41907383532527
168,Electronics,Monitor SlateBlue 663,306.78,237.32,69.46,22.64163244018515
169,Electronics,Mouse SeaGreen 388,127.33,79.51,47.82,37.555956962224144
170,Electronics,Monitor Silver 768,175.77,126.84,48.93,27.837514934289125
171,Electronics,Monitor SkyBlue 594,261.54,149.5,112.04,42.83857153781449
172,Home & Kitchen,Lamp Magenta 758,170.53,91.39,79.14,46.408256611739866
173,Home & Kitchen,Coffee Maker DarkBlue 931,28.04,18.23,9.81,34.98573466476462
174,Home & Kitchen,Vacuum DarkTurquoise 440,142.09,90.35,51.74,36.4135407136322
175,Home & Kitchen,Toaster DarkKhaki 297,117.99,63.94,54.05,45.808966861598435
176,Home & Kitchen,Coffee Maker MediumSpringGreen 193,31.77,19.14,12.63,39.75448536355052
177,Home & Kitchen,Air Fryer LightGray 683,67.39,38.92,28.47,42.24662412820893
178,Home & Kitchen,Coffee Maker Silver 522,222.94,161.61,61.33,27.509643850363325
179,Home & Kitchen,Vacuum DodgerBlue 485,109.33,71.86,37.47,34.27238635324248
180,Home & Kitchen,Air Fryer Tomato 384,91.17,47.28,43.89,48.14083580125041
181,Home & Kitchen,Lamp Beige 615,242.24,130.27,111.97,46.22275429326288
182,Home & Kitchen,Lamp GreenYellow 321,161.11,122.26,38.85,24.113959406616598
183,Home & Kitchen,Blender Wheat 509,75.05,43.12,31.93,42.54497001998668
184,Home & Kitchen,Cookware MistyRose 969,117.01,91.99,25.02,21.38278779591488
185,Home & Kitchen,Toaster DarkViolet 133,219.49,111.18,108.31,49.346211672513554
186,Home & Kitchen,Vacuum YellowGreen 584,180.28,138.58,41.7,23.130685600177504
187,Home & Kitchen,Lamp Bisque 945,127.56,66.58,60.98,47.804954531201
188,Home & Kitchen,Lamp Wheat 354,215.31,170.45,44.86,20.835075008127816
189,Home & Kitchen,Toaster Lime 634,36.17,19.76,16.41,45.36909040641415
190,Home & Kitchen,Cookware DarkGoldenRod 817,36.13,27.01,9.12,25.242181013008576
191,Home & Kitchen,Cookware LightGoldenRodYellow 187,213.16,163.81,49.35,23.151623193845
192,Home & Kitchen,Lamp Tomato 228,196.45,98.31,98.14,49.95673199287351
193,Home & Kitchen,Coffee Maker Moccasin 832,146.65,74.98,71.67,48.87146266621207
194,Home & Kitchen,Air Fryer FireBrick 640,240.98,165.78,75.2,31.205909204083326
195,Home & Kitchen,Cookware MintCream 201,114.98,83.84,31.14,27.08297095146982
196,Home & Kitchen,Blender Ivory 296,82.08,64.27,17.81,21.698343079922026
197,Home & Kitchen,Vacuum White 101,72.61,53.52,19.09,26.291144470458615
198,Home & Kitchen,Blender Yellow 385,138.99,111.04,27.95,20.109360385639253
199,Home & Kitchen,Air Fryer SteelBlue 586,164.7,126.02,38.68,23.485124468731026
200,Home & Kitchen,Lamp MediumPurple 521,66.34,38.09,28.25,42.58365993367501
201,Home & Kitchen,Cookware Ivory 298,165.92,85.71,80.21,48.342574734811954
202,Home & Kitchen,Vacuum GoldenRod 183,222.36,154.35,68.01,30.58553696708041
203,Home & Kitchen,Air Fryer LawnGreen 479,64.68,40.57,24.11,37.27581941867656
204,Home & Kitchen,Coffee Maker PaleGoldenRod 835,128.31,90.94,37.37,29.124775933286568
205,Home & Kitchen,Vacuum Khaki 106,96.96,60.01,36.95,38.10849834983499
206,Home & Kitchen,Toaster Green 169,80.11,60.37,19.74,24.64111846211459
207,Home & Kitchen,Coffee Maker Tomato 884,128.97,72.24,56.73,43.986973714817395
208,Home & Kitchen,Toaster Snow 371,56.54,36.16,20.38,36.045277679518925
209,Home & Kitchen,Toaster MintCream 738,223.44,119.03,104.41,46.728428213390615
210,Home & Kitchen,Vacuum Black 596,156.42,120.28,36.14,23.104462344968677
211,Home & Kitchen,Vacuum Black 709,228.5,118.12,110.38,48.306345733041574
212,Home & Kitchen,Coffee Maker LightSeaGreen 124,231.26,119.4,111.86,48.36980022485514
213,Home & Kitchen,Lamp SeaShell 161,44.06,22.72,21.34,48.43395369950068
214,Home & Kitchen,Coffee Maker LightGoldenRodYellow 421,104.4,80.33,24.07,23.055555555555554
215,Home & Kitchen,Cookware GoldenRod 269,37.17,19.47,17.7,47.61904761904761
216,Home & Kitchen,Air Fryer MediumTurquoise 637,55.76,38.79,16.97,30.43400286944046
217,Home & Kitchen,Cookware RosyBrown 842,122.23,72.55,49.68,40.64468624723881
218,Home & Kitchen,Vacuum MediumVioletRed 553,211.39,168.16,43.23,20.450352429159373
219,Home & Kitchen,Coffee Maker Moccasin 182,36.15,18.92,17.23,47.66251728907331
220,Home & Kitchen,Air Fryer Cyan 674,110.84,84.85,25.99,23.44821364128473
221,Home & Kitchen,Toaster Indigo 941,59.78,36.29,23.49,39.29407828705253
222,Home & Kitchen,Air Fryer DarkKhaki 150,207.28,130.53,76.75,37.02720957159398
223,Home & Kitchen,Cookware Khaki 557,123.63,75.64,47.99,38.817439132896546
224,Home & Kitchen,Coffee Maker SeaShell 585,87.59,63.17,24.42,27.879894965178675
225,Home & Kitchen,Blender Gray 740,161.6,92.82,68.78,42.56188118811882
226,Home & Kitchen,Toaster MediumSlateBlue 575,107.15,65.65,41.5,38.730751283247784
227,Home & Kitchen,Blender GreenYellow 299,202.8,105.17,97.63,48.141025641025635
228,Home & Kitchen,Cookware SkyBlue 471,25.08,17.1,7.98,31.818181818181824
229,Home & Kitchen,Air Fryer AliceBlue 144,90.39,71.06,19.33,21.38510897223144
230,Home & Kitchen,Air Fryer Silver 382,189.15,133.71,55.44,29.310071371927037
231,Home & Kitchen,Air Fryer MediumTurquoise 924,10.91,7.93,2.98,27.314390467461045
232,Home & Kitchen,Cookware DarkBlue 945,237.16,123.23,113.93,48.03929836397369
233,Home & Kitchen,Coffee Maker DarkOrchid 576,35.74,25.54,10.2,28.539451594851705
234,Home & Kitchen,Toaster Orange 540,102.76,59.12,43.64,42.46788633709615
235,Home & Kitchen,Toaster Green 287,128.43,99.97,28.46,22.159931480183754
236,Home & Kitchen,Blender Silver 942,202.62,146.2,56.42,27.84522751949462
237,Home & Kitchen,Cookware Fuchsia 435,195.47,133.34,62.13,31.784928633549907
238,Home & Kitchen,Toaster PowderBlue 901,86.69,52.76,33.93,39.13946245241666
239,Home & Kitchen,Lamp MediumSeaGreen 870,28.96,16.19,12.77,44.09530386740331
240,Home & Kitchen,Coffee Maker DarkCyan 134,69.35,36.02,33.33,48.06056236481615
241,Home & Kitchen,Vacuum Orchid 536,142.62,85.25,57.37,40.225774786144996
242,Home & Kitchen,Blender SandyBrown 186,247.08,143.17,103.91,42.055204791970205
243,Home & Kitchen,Coffee Maker PaleGoldenRod 826,33.14,21.53,11.61,35.03319251659626
244,Home & Kitchen,Vacuum DarkBlue 571,51.57,27.84,23.73,46.01512507271669
245,Home & Kitchen,Lamp DimGray 651,223.9,127.73,96.17,42.95221080839661
246,Home & Kitchen,Toaster FloralWhite 898,195.73,142.47,53.26,27.21095386501814
247,Home & Kitchen,Toaster DarkSalmon 374,80.54,47.02,33.52,41.61907126893469
248,Home & Kitchen,Air Fryer Black 549,70.97,41.03,29.94,42.18683950965197
249,Home & Kitchen,Coffee Maker DeepPink 388,54.58,31.15,23.43,42.92781238548919
250,Home & Kitchen,Lamp SeaGreen 357,55.18,28.66,26.52,48.06089162740123
251,Home & Kitchen,Coffee Maker DarkViolet 927,131.76,75.03,56.73,43.05555555555556
252,Home & Kitchen,Blender Sienna 204,166.8,132.99,33.81,20.26978417266187
253,Home & Kitchen,Blender MediumVioletRed 960,123.94,92.43,31.51,25.423592060674522
254,Home & Kitchen,Vacuum DeepSkyBlue 400,229.45,117.5,111.95,48.7905861843539
255,Home & Kitchen,Coffee Maker DarkSeaGreen 947,38.61,21.5,17.11,44.31494431494431
256,Home & Kitchen,Lamp Beige 624,56.6,29.58,27.02,47.73851590106007
257,Home & Kitchen,Toaster Aquamarine 893,52.66,35.86,16.8,31.902772502848464
258,Home & Kitchen,Toaster DarkKhaki 752,169.54,85.09,84.45,49.81125398136134
259,Home & Kitchen,Lamp Violet 138,180.33,109.08,71.25,39.510896689402756
260,Home & Kitchen,Air Fryer DarkSlateGray 361,91.6,47.01,44.59,48.67903930131005
261,Home & Kitchen,Blender PowderBlue 308,153.86,107.01,46.85,30.44975952164305
262,Home & Kitchen,Toaster GoldenRod 794,12.73,7.61,5.12,40.21995286724273
263,Home & Kitchen,Air Fryer HotPink 308,54.43,32.31,22.12,40.639353297813706
264,Home & Kitchen,Blender Black 164,200.87,133.46,67.41,33.559018270523225
265,Home & Kitchen,Vacuum LightCoral 663,34.33,21.24,13.09,38.129915525779204
266,Home & Kitchen,Coffee Maker HotPink 267,163.4,86.17,77.23,47.264381884944925
267,Home & Kitchen,Vacuum LightSteelBlue 390,176.9,110.2,66.7,37.704918032786885
268,Home & Kitchen,Cookware SteelBlue 419,83.82,65.88,17.94,21.403006442376523
269,Home & Kitchen,Cookware LawnGreen 526,145.96,88.62,57.34,39.28473554398465
270,Home & Kitchen,Blender MediumOrchid 472,217.42,173.72,43.7,20.099346886211023
271,Home & Kitchen,Cookware LightGoldenRodYellow 308,57.33,41.19,16.14,28.152799581371013
272,Home & Kitchen,Blender YellowGreen 216,114.2,62.46,51.74,45.30647985989492
273,Home & Kitchen,Toaster PeachPuff 473,31.72,21.36,10.36,32.66078184110971
274,Home & Kitchen,Vacuum DarkSeaGreen 152,195.53,105.39,90.14,46.10034265841559
275,Home & Kitchen,Lamp Chocolate 506,44.2,32.79,11.41,25.814479638009047
276,Home & Kitchen,Blender MidnightBlue 854,147.49,114.77,32.72,22.184554885076953
277,Home & Kitchen,Lamp Salmon 265,51.2,30.94,20.26,39.5703125
278,Home & Kitchen,Lamp Tomato 492,51.23,26.65,24.58,47.97969939488581
279,Home & Kitchen,Vacuum PeachPuff 924,190.85,140.78,50.07,26.23526329578203
280,Home & Kitchen,Coffee Maker SteelBlue 144,82.39,61.89,20.5,24.881660395679088
281,Home & Kitchen,Vacuum DarkSeaGreen 751,85.49,58.33,27.16,31.76979763715055
282,Home & Kitchen,Vacuum White 804,30.71,21.92,8.79,28.62259850211657
283,Home & Kitchen,Toaster DeepPink 977,223.87,154.94,68.93,30.79019073569483
284,Home & Kitchen,Coffee Maker Violet 300,159.05,108.86,50.19,31.556114429424703
285,Home & Kitchen,Toaster Teal 142,123.51,82.71,40.8,33.03376244838474
286,Home & Kitchen,Vacuum Azure 467,235.25,128.67,106.58,45.30499468650372
287,Home & Kitchen,Blender Purple 935,45.87,36.29,9.58,20.88511009374319
288,Home & Kitchen,Coffee Maker Gainsboro 875,19.86,13.28,6.58,33.13192346424975
289,Home & Kitchen,Cookware AntiqueWhite 220,19.15,14.39,4.76,24.856396866840733
290,Home & Kitchen,Vacuum DeepPink 742,153.88,102.33,51.55,33.50012997140629
291,Home & Kitchen,Toaster ForestGreen 696,83.49,52.27,31.22,37.39369984429273
292,Home & Kitchen,Coffee Maker DarkTurquoise 557,112.18,78.26,33.92,30.23711891602781
293,Home & Kitchen,Lamp Sienna 733,115.2,58.41,56.79,49.29687499999999
294,Home & Kitchen,Vacuum DarkOrchid 733,121.67,77.14,44.53,36.59899728774555
295,Home & Kitchen,Toaster Chocolate 929,206.55,155.11,51.44,24.904381505688693
296,Home & Kitchen,Vacuum MediumOrchid 467,106.08,55.18,50.9,47.98265460030166
297,Home & Kitchen,Vacuum Tomato 616,97.68,72.35,25.33,25.931613431613425
298,Home & Kitchen,Lamp Wheat 233,167.7,85.9,81.8,48.77757901013715
299,Home & Kitchen,Blender SkyBlue 837,231.31,137.43,93.88,40.58622627642558
300,Home & Kitchen,Lamp DarkMagenta 486,29.19,21.18,8.01,27.440904419321683
301,Home & Kitchen,Cookware Chartreuse 977,238.21,128.84,109.37,45.91326980395449
302,Home & Kitchen,Blender LightBlue 934,249.07,179.24,69.83,28.03629501746497
303,Home & Kitchen,Blender Gold 603,56.49,44.88,11.61,20.55231014338821
304,Home & Kitchen,Air Fryer LightSalmon 269,239.59,185.64,53.95,22.517634291915357
305,Home & Kitchen,Cookware BlueViolet 167,199.21,155.22,43.99,22.082224787912253
306,Home & Kitchen,Toaster DarkGreen 262,94.22,68.48,25.74,27.31904054340904
307,Home & Kitchen,Air Fryer Tan 935,225.17,131.16,94.01,41.750677266065644
308,Home & Kitchen,Vacuum RoyalBlue 591,44.46,28.93,15.53,34.93027440395861
309,Home & Kitchen,Coffee Maker Black 343,152.05,104.12,47.93,31.522525485037818
310,Home & Kitchen,Air Fryer Coral 513,99.34,55.6,43.74,44.030601973021945
311,Home & Kitchen,Coffee Maker Red 435,162.78,94.98,67.8,41.651308514559524
312,Home & Kitchen,Vacuum MediumOrchid 217,50.5,37.14,13.36,26.455445544554458
313,Home & Kitchen,Toaster Tan 468,137.37,94.91,42.46,30.909223265632964
314,Home & Kitchen,Toaster Thistle 805,118.73,77.94,40.79,34.35525983323507
315,Home & Kitchen,Blender Green 977,70.49,46.57,23.92,33.93389133210385
316,Home & Kitchen,Vacuum LightSalmon 484,187.1,114.4,72.7,38.85622661678247
317,Home & Kitchen,Air Fryer RoyalBlue 882,148.57,90.34,58.23,39.19364609275089
318,Home & Kitchen,Blender Teal 861,116.15,64.23,51.92,44.70081790787774
319,Home & Kitchen,Blender White 417,81.13,53.13,28.0,34.51251078515962
320,Home & Kitchen,Cookware Silver 779,241.83,184.05,57.78,23.89281726832899
321,Home & Kitchen,Air Fryer Tan 326,185.93,134.64,51.29,27.585650513634164
322,Home & Kitchen,Coffee Maker LightBlue 527,79.83,54.9,24.93,31.228861330326946
323,Home & Kitchen,Lamp Turquoise 600,97.38,50.09,47.29,48.56233312795235
324,Home & Kitchen,Coffee Maker LightGoldenRodYellow 155,157.0,80.65,76.35,48.630573248407636
325,Home & Kitchen,Blender Green 635,146.11,86.37,59.74,40.88700294298816
326,Home & Kitchen,Air Fryer RosyBrown 408,138.19,86.23,51.96,37.60040523916347
327,Home & Kitchen,Lamp DarkSlateGray 948,42.09,25.67,16.42,39.01164172012355
328,Home & Kitchen,Vacuum PapayaWhip 920,48.07,24.24,23.83,49.57353858955689
329,Home & Kitchen,Coffee Maker DarkRed 165,179.79,114.21,65.58,36.475888536626066
330,Home & Kitchen,Cookware OrangeRed 376,44.73,31.29,13.44,30.046948356807512
331,Home & Kitchen,Vacuum Red 157,204.78,161.8,42.98,20.988377771266723
332,Home & Kitchen,Cookware Maroon 708,207.01,158.94,48.07,23.22110042993092
